,대표코드,품명,품번,경면(전면),임가공처
439,B3-212,Mangfall Beech,14-14013-136,UK,목림
440,A3-114,Ellmau Beech,14-14016-120,UK,목림
441,A12-129,Stromberge Maple,14-16011-002,LT,건창기업
442,A3-90,Sylvenstein Maple,14-16013-105,UK,목림
443,A4-651,Stralsund Maple,14-16017-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
444,A4-654,Montreal Maple,14-16020-003,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
445,A3-874,Seefeld Maple,14-16058-001,UK,목림
446,A4-655,Seefeld Maple,14-16058-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
447,B54-406,Seefeld Maple,14-16058-141,ST,승은산업
448,B45-724,Wyoming Maple CN,14-16316-105,L,
449,A3-522,Wyoming Maple CN,14-16316-105,UK,목림
450,A3-523,Wyoming Maple,14-16316-106,UK,목림
451,B45-462,Calgary,14-18008-005,L,
452,HF2-32,Canyon Eurasia Oak,14-18027-001,NM,메라톤
453,HF2-29,Santa Cruz Eiche,14-18030-001,NM,메라톤
454,B45-464,Santa Cruz Eiche,14-18030-001,L,
455,HF2-30,Santa Cruz Eiche,14-18030-005,NM,메라톤
456,HF2-28,Alpha Oak,14-18040-001,NM,메라톤
457,C45-39,LOIRE OAK,14-18050-001,L,
458,B45-843,LOIRE OAK,14-18050-002,L,
459,B45-852,LOIRE OAK,14-18050-004,L,
460,C45-118,Arles Oak,14-18085-001,L,
461,C45-35,Arles Oak,14-18085-02,L,
462,C45-40,Sardes Oak,14-18089-002,L,
463,C45-119,Sardes Oak,14-18089-005,L,
464,C45-36,MODENA OAK,14-18092-002,L,
465,C45-41,Canyon Skagen Oak,14-18117-003,L,
466,C45-42,Vinovo Eiche,14-18127-001,L,
467,B62-613,Karlstad Eiche Classic CN,14-18302-104,AK,목림
468,AA1-2,Arles Eiche II,14-18386-101,동조엠보,썬플러스
469,AA1-1,Modena Oak II,14-18394-106,동조엠보,썬플러스
470,B62-612,Canyon Daytona Oak,14-18927-001,AK,목림
471,B45-467,Canyon daytona oak,14-18927-001,L,
472,B62-614,Nassau Oak,14-18931-101,AK,목림
473,A3-524,Lyon Nussbaum,14-20003-002,UK,목림
474,A4-656,Walnut Lyon,14-20003-004,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
475,A3-33,Walnut Lyon,14-20003-004,UK,목림
476,AT-780,Walnut Lyon,14-20003-004,G+ 도장 (soft touch),크라텍
477,AC-775,Walnut Lyon,14-20003-004,M2 도장 (easy coating),크라텍
478,B45-362,Walnut Lyon,14-20003-004,L,건창기업
479,A3-525,Lyon Nussbaum,14-20003-143,UK,목림
480,A4-647,Walnut Lyon,14-20003-149,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
481,A3-237,Walnut Lyon,14-20003-149,UK,목림
482,B59-557,Walnut Lyon,14-20003-191,LV,건창기업
483,A3-64,Walnut Lyon,14-20003-191,UK,목림
484,B45-185,Walnut Lyon,14-20003-191,L,건창기업
485,B40-583,Walnut Lyon,14-20003-191,HM,
486,B7-584,Walnut Lyon,14-20003-191,민자,
487,A3-236,Wisconsin Walnut,14-20006-003,UK,목림
488,A4-657,Wisconsin Walnut,14-20006-003,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
489,A3-449,Noce Solista,14-20017-115,UK,목림
490,A39-725, Noce Solista ,14-20017-115,TK,목림(유사 J)
491,B3-213,Noce Sondrio,14-20027-001,UK,목림
492,B45-339,Springfield Walnut,14-20030-101,L,건창기업
493,A3-303,Springfield Walnut,14-20030-101,UK,목림
494,A4-658,Springfield Walnut,14-20030-101,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
495,C25-61,Springfield Walnut,14-20030-101,J,
496,C59-84,Noce Athena,14-20034-103,LV,
497,A3-182,Noce Athena,14-20034-103,UK,목림
498,B45-263,Noce Orvieto,14-20039-100,L,건창기업
499,A14-124,Satin Walnut,14-20042-002,WT,목림
500,A14-119,Satin Walnut,14-20042-102,WT,목림
501,A3-67,Noce Narciso,14-20065-105,UK,목림
502,A25-684,Noce Narciso,14-20065-105,J,건창기업(유사 TK)
503,A3-183,Noce Narciso,14-20065-114,UK,목림
504,A3-369,Noce Narciso,14-20065-125,UK,목림
505,B43-14,Noce Narciso,14-20065-125,목림246,목림
506,A7-368,Noce Narciso,14-20065-125,민자,"목림,승은산업,건창기업,제이제이 데코 등"
507,A24-370,Noce Narciso,14-20065-125,QT,"목림,승은산업, 제이제이데코"
508,A3-197,Noce Narciso,14-20065-137,UK,목림
509,A3-660,Virginia Walnut,14-20101-001,UK,목림
510,A3-526,Virginia Walnut,14-20101-120,UK,목림
511,A3-903,Virginia Walnut II,14-20103-173,UK,목림
512,HF1-17,Canyon Summer Walnut,14-20115-어두운톤,민자 (소프트엠보),메라톤
513,A3-843,Baltimore Walnut,14-20121-106,UK,
514,B45-272,Vanguard Walnut,14-20148-114,L,건창기업
515,A3-479,Vanguard Walnut,14-20148-114,UK,목림
516,B7-714,Vanguard Walnut,14-20148-114,민자,
517,B59-559,Vanguard Walnut,14-20148-114,LV,건창기업
518,A3-797,Vanguard Walnut,14-20148-115,UK,목림
519,B45-692,Vanguard Walnut,14-20148-115,L,
520,C3-74,Vanguard Walnut,14-20148-118,UK,목림
521,B62-611,Vanguard Walnurt,14-20148-118,AK,목림
522,B59-556,Vanguard Walnut,14-20148-118,LV,건창기업
523,A3-235,Noce Dozuki,14-20157-004,UK,목림
524,A3-59,Chiavenna Walnut,14-20177-001,UK,목림
525,B3-530,Altamira Walnut,14-20179-004,UK,
526,A3-527,Noce Moscato,14-20184-005,UK,목림
527,A3-302,Noce Moscato,14-20184-109,UK,목림
528,A3-150,Noce Moscato,14-20184-125,UK,목림
529,Z12-003,Columbia Walnut,14-20187-005,LT,건창기업
530,B45-340,Columbia Walnut,14-20187-005,L,건창기업
531,A4-659,Columbia Walnut,14-20187-005,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
532,A3-87,San Diego Butternut,14-20200-002,UK,목림
533,B45-360,San Diego Butternut,14-20200-002,L,건창기업
534,A25-221,San Diego Butternut,14-20200-002,J,건창기업(유사 TK)
535,C59-86,San Diego Butternut,14-20200-002,LV,
536,A25-222,San Diego Butternut,14-20200-003,J,건창기업(유사 TK)
537,A3-88,San Diego Butternut,14-20200-003,UK,목림
538,A3-488,Fairfield Walnut,14-20212-003,UK,목림
539,C45-5,Ravello Walnut,14-20305-125,L,건창
540,B25-905,Noce Athena ,14-20310-100,J,
541,B3-88,Noce Athena,14-20310-100,UK,목림
542,A3-456,Thebes Walnut excl. ,14-20375-100,UK,목림
543,A39-457,Thebes Walnut excl. ,14-20375-100,TK,목림(유사 J)
544,A3-458,Thebes Walnut excl.,14-20375-101,UK,목림
545,A39-459,Thebes Walnut excl.,14-20375-101,TK,목림(유사 J)
546,A3-460,Thebes Walnut excl.,14-20375-102,UK,목림
547,B45-43,Thebes Walnut excl.,14-20375-102,L,건창기업
548,A39-461,Thebes Walnut excl.,14-20375-102,TK,목림(유사 J)
549,B59-549,Thebes Walnut excl.,14-20375-103,LV,건창기업
550,A39-774,Thebes Walnut excl,14-20375-103,TK,목림(유사 J)
551,B7-504,Thebes Walnut excl,14-20375-103,민자,
552,A3-502,Thebes Walnut excl,14-20375-103,UK,목림
553,B45-44,Thebes Walnut excl.,14-20375-103,L,건창기업
554,B3-847,Thebes Walnut excl.,14-20375-114,UK,
555,B45-45,Maryland Walnut CN,14-20378-101,L,건창기업
556,A3-629,Maryland Walnut CN,14-20378-101,UK,목림
557,A3-528,Columbia Nussbaum,14-20387-005,UK,목림
558,A25-685,Columbia Walnut,14-20387-100,J,건창기업(유사 TK)
559,B7-713,Columbia Walnut,14-20387-100,민자,
560,B45-46,Columbia Walnut,14-20387-100,L,건창기업
561,A3-34,Columbia Walnut,14-20387-100,UK,목림
562,C12-34,Columbia Walnut,14-20387-100,LT,
563,C59-81,Columbia Walnut,14-20387-100,LV,
564,C45-120,Ravello Walnut,14-20403-001,L,
565,C45-123,Ravello Walnut,14-20403-003,L,
566,C45-37,Ravello Walnut,14-20403-004,L,
567,C45-121,Ravello Walnut,14-20403-005,L,
568,C45-43,ORLANDO WALNUT,14-20409-002,L,
569,C45-122,Bellinzona Walnut,14-20419-001,L,
570,A3-115,Planked Natural Walnut,14-20933-105,UK,목림
571,B3-309,Cherry Tennessee,14-21013-조색11,UK,목림
572,B7-308,Cherry Tennessee,14-21013-조색11,민자,
573,B3-307,Cherry Tennessee,14-21013-조색7,UK,목림
574,B7-306,Cherry Tennessee,14-21013-조색7,민자,
575,A14-123,Memphis Cherry,14-21018-001,WT,목림
576,A14-121,Canyon Historic Cherry,14-21034-104,WT,목림
577,A24-262,Ascona Cherry,14-21047-104,QT,"목림,승은산업, 제이제이데코"
578,B53-400,Nabucco Cherry transv.,14-21106-011,HS-1,승은산업
579,A3-61,Nabucco Cherry,14-21117-001,UK,목림
580,A3-673,Nabucco Cherry,14-21117-105,UK,목림
581,A3-388,Yalta Cherry excl. CN,14-21312-101,UK,목림
582,A3-389,Yalta Cherry excl. CN,14-21312-110,UK,목림
583,B3-211,Lindau Pear,14-22002-110,UK,목림
584,A3-462,Indian Apple,14-22022-107,UK,목림
585,A3-751,Indian Apple,14-22022-112,UK,목림
586,B3-63,Astoria Plum,14-22028-002,UK,목림
587,A3-151,Pear Aarau,14-22035-100,UK,목림
588,A3-567,Wallis Plum,14-22037-144,UK,목림
589,A39-455,Wallis Plum,14-22037-235,TK,목림(유사 J)
590,A3-450,Wallis Plum,14-22037-235,UK,목림
591,A3-143,Wallis Plum,14-22037-238,UK,목림
592,A7-144,Wallis Plum,14-22037-238,민자,"목림,승은산업,건창기업,제이제이 데코 등"
593,A39-727,Wallis Plum,14-22037-244,TK,목림(유사 J)
594,A3-726,Wallis Plum,14-22037-244,UK,목림
595,A39-476,Wallis Plum,14-22037-250,TK,목림(유사 J)
596,A3-475,Wallis Plum,14-22037-250,UK,목림
597,B3-234,Wallis Plum,14-22037-257,UK,목림
598,B45-787,Calvi Apple,14-22039-004,L,
599,A3-185,Calvi Apple,14-22039-004,UK,목림
600,A24-363,Calvi Apple,14-22039-121,QT,"목림,승은산업, 제이제이데코"
601,A39-489,Calvi Apple,14-22039-121,TK,목림(유사 J)
602,B45-507,Calvi Apple,14-22039-121,L,
603,A3-362,Calvi Apple,14-22039-121,UK,목림
604,B45-540,Planked Natural Merbau,14-23010-102,L,
605,B3-214,Planked Natural Merbau,14-23010-102,UK,
606,B3-215,Nairobi Wenge,14-23012-109,UK,목림
607,T45-438,Arusha Wenge,14-23057-004,L,건창기업
608,A3-186,Arusha Wenge,14-23057-004,UK,목림
609,A3-162,Sunda Ebony,14-23064-003,UK,목림
610,A25-680,Acajou,14-23083-109,J,건창기업(유사 TK)
611,A3-448,Acajou,14-23083-109,UK,목림
612,A3-529,Carolina Wenge,14-23089-100,UK,목림
613,C45-44,Siwa,14-23106-001,L,
614,A24-141,Rio Palisander,14-24005-102,QT,"목림,승은산업, 제이제이데코"
615,B54-404,Rio Palisander,14-24005-102,ST,승은산업
616,A39-716,Rio Palisander,14-24005-102,TK,목림(유사 J)
617,A3-60,Rio Palisander,14-24005-102,UK,목림
618,B45-184,Rio Palisander,14-24005-102,L,건창기업
619,A7-718,Vintage Teak,14-24006-105,민자,"목림,승은산업,건창기업,제이제이 데코 등"
620,A3-717,Vintage Teak,14-24006-105,UK,목림
621,B43-17,Vintage Teak,14-24006-105,목림246,목림
622,B45-341,Vintage Teak,14-24006-105,L,건창기업
623,B3-302,Siam teak,14-24008-110,UK,목림
624,A3-605,Kandy Jacaranda,14-24009-106,UK,목림
625,B25-294,Palau Teak ,14-24029-110,J,건창기업(유사 TK)
626,A3-378,Palau Teak,14-24029-110,UK,목림
627,A25-681,Palau Teak ,14-24029-110,J,건창기업(유사 TK)
628,B43-18,Palau Teak,14-24029-110,목림246,목림
629,A39-578,Palau Teak,14-24029-111,TK,목림(유사 J)
630,A3-930,Palau Teak,14-24029-111,UK,목림
631,B45-927,Palau Teak,14-24029-111,L,
632,B45-361,Sumba Palisander,14-24053-101,L,건창기업
633,A3-309,Sumba Palisander,14-24053-101,UK,목림
634,A25-686,Sumba Palisander,14-24053-101,J,건창기업(유사 TK)
635,A3-35,Teak Select Smartboard,14-24087-103,UK,목림
636,A3-530,Bengali Mango,14-24339-101,UK,목림
637,A14-127,Agora,14-26007-104,WT,목림
638,A24-408,Linewood,14-26022-111,QT,"목림,승은산업, 제이제이데코"
639,A3-407,Linewood,14-26022-111,UK,목림
640,A14-122,Linewood,14-26022-111,WT,목림
641,B3-65,Canyon Bamboo ,14-26030-003,UK,목림
642,B3-66,Canyon Bamboo ,14-26030-004,UK,목림
643,B3-115,Frost Pine,14-26087-003,UK,목림
644,B39-90,Black Glow,14-26098-004,TK,목림(유사 J)
645,A3-618,Fineline CN,14-26312-129,UK,목림
646,A3-531,Fineline CN,14-26312-130,UK,목림
647,A36-406,Platin,14-50009-135,CH,청림보드(인터플러스 경면)
648,A7-189,Platin,14-50009-135,민자,"목림,승은산업,건창기업,제이제이 데코 등"
649,A34-188,Platin,14-50009-135,TI,건창기업
650,B35-230,Platin,14-50009-135,SJ1,청림보드 (성지라미텍 경면)
651,A34-270,Strichlack,14-50013-135,TI,건창기업 
652,A36-405,Strichlack,14-50013-138,CH,청림보드(인터플러스 경면)
653,A8-36,Strichlack,14-50013-138,FB,목림
654,A34-271,Strichlack,14-50013-138,TI,건창기업
655,A11-132,Rainbow,14-50033-002,PM,"목림, 건창기업"
656,A38-427,Nevada,14-50043-105,PNS,목림(피앤데코 경면) / 엇결
657,B4-533,Nevada,14-50043-105,소프트엠보,
658,B4-534,Nevada,14-50043-106,소프트엠보,
659,A38-419,Nevada,14-50043-106,PNS,목림(피앤데코 경면) / 엇결
660,A38-420,Nevada,14-50043-107,PNS,목림(피앤데코 경면) / 엇결
661,A38-421,Nevada,14-50043-108,PNS,목림(피앤데코 경면) / 엇결
662,A38-422,Nevada,14-50043-110,PNS,목림(피앤데코 경면) / 엇결
663,B40-251,Nevada,14-50043-110,HM,목림(유사 SM)
664,A2-11,Titan,14-50046-105,CR,목림
665,A36-443,Titan,14-50046-105,CH,청림보드(인터플러스 경면)
666,B7-298,Titan,14-50046-105,민자,"목림,승은산업,건창기업,제이제이 데코 등"
667,A34-190,Titan,14-50046-105,TI,건창기업
668,B35-231,Titan,14-50046-105,SJ1,청림보드 (성지라미텍 경면)
669,A2-12,Titan,14-50046-106,CR,목림
670,A36-451,Titan,14-50046-106,CH,청림보드(인터플러스 경면)
671,A34-267,Titan,14-50046-106,TI,건창기업
672,B7-69,Titan,14-50046-106,민자,"목림,승은산업,건창기업,제이제이 데코 등"
673,B35-232,Titan,14-50046-107,SJ1,청림보드 (성지라미텍 경면)
674,A34-265,Titan,14-50046-107,TI,건창기업
675,A36-375,Titan,14-50046-107,CH,청림보드(인터플러스 경면)
676,B7-70,Titan,14-50046-107,민자,"목림,승은산업,건창기업,제이제이 데코 등"
677,A2-13,Titan,14-50046-107,CR,목림
678,A36-376,Titan,14-50046-108,CH,청림보드(인터플러스 경면)
679,A2-14,Titan,14-50046-108,CR,목림
680,A34-266,Titan,14-50046-108,TI,건창기업
681,B7-71,Titan,14-50046-108,민자,"목림,승은산업,건창기업,제이제이 데코 등"
682,A16-203,Matera,14-50056-002,SM,"승은산업,건창기업(유사 HM)"
683,A35-340,Matera,14-50056-002,SJ1,청림보드 (성지라미텍 경면)
684,B45-465,Lamella,14-50085-002,L,
685,C59-106,Lamella,14-50085-002,LV,
686,B8-310,Polo,14-51341-106,FB,목림
687,A16-719,Clou Negativ,14-53010-108,SM,"승은산업,건창기업(유사 HM)"
688,A34-391,Clou Negativ,14-53010-108,TI,건창기업
689,A34-191,Clou Negativ,14-53010-117,TI,건창기업
690,A2-134,Clou Negativ,14-53010-117,CR,목림
691,B37-617,Rigoletto,14-54001-005,VS,
692,C65-19,Rigoletto,14-54001-005,K,승은산업
693,B56-471,Rigoletto,14-54001-005,DP,승은산업
694,B56-493,Rigoletto,14-54001-006,DP,승은산업
695,C37-100,Rigoletto,14-54001-110,VS,
696,B40-536,Rigoletto,14-54001-110,HM,
697,A35-371,Green Oasis,14-54012-002,SJ1,청림보드 (성지라미텍 경면)
698,A37-402,Green Oasis,14-54012-002,VS,청림보드(인터플러스 경면)
699,A1-398,Green Oasis,14-54012-002,CT,목림
700,A35-400,Green Oasis,14-54012-103,SJ1,청림보드 (성지라미텍 경면)
701,A40-738,Green Oasis,14-54012-103,HM,목림(유사 SM)
702,A1-399,Green Oasis,14-54012-103,CT,목림
703,A37-401,Green Oasis,14-54012-103,VS,청림보드(인터플러스 경면)
704,A35-311,Alhambra,14-54018-004,SJ1,청림보드 (성지라미텍 경면)
705,A35-312,Alhambra,14-54018-104,SJ1,청림보드 (성지라미텍 경면)
706,B55-407,Alhambra,14-54018-104,MM,승은산업
707,B46-587,Alhambra,14-54018-104,NS,
708,B37-160,Alhambra,14-54018-104,VS,청림보드(인터플러스 경면)
709,B46-588,Alhambra,14-54018-134,NS,
710,A1-732,Alhambra,14-54018-134,CT,목림
711,A16-723,Alhambra,14-54018-134,SM,"승은산업,건창기업(유사 HM)"
712,A35-733,Alhambra,14-54018-134,SJ1,청림보드 (성지라미텍 경면)
713,A37-734,Alhambra,14-54018-134,VS,청림보드(인터플러스 경면)
714,B16-578,Alhambra,14-54018-136,SM,
715,B37-304,Alhambra,14-54018-136,VS,청림보드(인터플러스 경면)
716,C65-29,Alhambra,14-54018-136,K,승은산업
717,B46-590,Alhambra,14-54018-136,NS,
718,C65-30,Alhambra,14-54018-137,K,승은산업
719,B35-459,Alhambra,14-54018-137,SJ1,
720,B16-291,Alhambra,14-54018-조색1,SM,"승은산업,건창기업(유사 HM)"
721,B37-490,Alhambra,14-54018-조색1,VS,
722,B37-380,Alhambra,14-54018-조색3,VS,청림보드(인터플러스 경면)
723,A1-178,Raw Steel,14-54020-003,CT,목림
724,A35-313,Raw Steel,14-54020-003,SJ1,청림보드 (성지라미텍 경면)
725,A35-711,Valongo,14-54031-109,SJ1,청림보드 (성지라미텍 경면)
726,A37-697,Valongo,14-54031-109,VS,청림보드(인터플러스 경면)
727,A40-696,Valongo,14-54031-109,HM,목림(유사 SM)
728,A37-699,Valongo,14-54031-110,VS,청림보드(인터플러스 경면)
729,A35-712,Valongo,14-54031-110,SJ1,청림보드 (성지라미텍 경면)
730,B46-367,Valongo,14-54031-110,NS,건창기업
731,A40-698,Valongo,14-54031-110,HM,목림(유사 SM)
732,A40-700,Valongo,14-54031-111,HM,목림(유사 SM)
733,B16-519,Valongo,14-54031-111,SM,
734,A35-713,Valongo,14-54031-111,SJ1,청림보드 (성지라미텍 경면)
735,A37-701,Valongo,14-54031-111,VS,청림보드(인터플러스 경면)
736,A35-714,Valongo,14-54031-112,SJ1,청림보드 (성지라미텍 경면)
737,B16-520,Valongo,14-54031-112,SM,
738,A37-703,Valongo,14-54031-112,VS,청림보드(인터플러스 경면)
739,A40-702,Valongo,14-54031-112,HM,목림(유사 SM)
740,B16-694,Valongo ,14-54031-113,SM,
741,B37-531,Valongo,14-54031-113,VS,
742,B37-532,Valongo,14-54031-122,VS,
743,B16-693,Valongo ,14-54031-122,SM,
744,B56-730,Travertin,14-54034-127,DP,승은산업
745,B35-872,Travertin,14-54034-127,SJ1,
746,B16-57,Travertin,14-54034-999,SM,"승은산업,건창기업(유사 HM)"
747,B46-544,Salome,14-54041-108,NS,
748,A35-314,Salome,14-54041-108,SJ1,청림보드 (성지라미텍 경면)
749,A15-381,Salome,14-54041-108,FT,목림
750,A16-663,Salome,14-54041-108,SM,"승은산업,건창기업(유사 HM)"
751,A1-135,Salome,14-54041-108,CT,목림
752,A41-805,Salome,14-54041-108,DP3,프린테크IM
753,A35-315,Salome,14-54041-174,SJ1,청림보드 (성지라미텍 경면)
754,B46-545,Salome,14-54041-174,NS,
755,A10-42,Salome,14-54041-174,DS,목림
756,A1-454,Salome,14-54041-174,CT,목림
757,A40-828,Salome,14-54041-174,HM,목림(유사 SM)
758,B46-716,Bonito,14-54042-011,NS,
759,A35-316,Bonito,14-54042-011,SJ1,청림보드 (성지라미텍 경면)
760,A1-453,Bonito,14-54042-011,CT,목림
761,A11-46,Bonito,14-54042-011,PM,"목림, 건창기업"
762,A42-807,FIORDIPELLE,14-54046-003,LE1,프린테크
763,B50-390,Fiordipelle,14-54046-003,CS,건창기업
764,A6-55,Fiordipelle,14-54046-003,무광,"목림,승은산업,건창기업,제이제이 데코 등"
765,A9-40,FIORDIPELLE,14-54046-003,CL,목림
766,B40-489,Fiordipelle,14-54046-003,HM,
767,A1-65,Fiordipelle,14-54046-003,CT,목림
768,A26-97,Twist,14-54056-002,T,건창기업
769,A8-38,Twist,14-54056-002,FB,목림
770,A8-591,Twist,14-54056-122,FB,목림
771,B40-55,Twist,14-54056-122,SM,"승은산업,건창기업(유사 HM)"
772,B44-315,Twist,14-54056-123,목림273,목림
773,A8-872,Twist,14-54056-123,FB,목림
774,B44-316,Twist,14-54056-124,목림273,목림
775,A8-873,Twist,14-54056-124,FB,목림
776,B40-56,Twist,14-54056-126,SM,"승은산업,건창기업(유사 HM)"
777,A8-39,Twist,14-54056-126,FB,목림
778,B44-27,Twist,14-54056-126,목림273,목림
779,A4-532,Twist,14-54056-138,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
780,A4-533,Twist,14-54056-156,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
781,B26-907,Twist,14-54056-187,T,
782,B16-906,Twist,14-54056-187,SM,
783,B7-808,Twist,14-54056-187,민자,
784,A4-534,Twist,14-54056-187,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
785,A4-535,Twist,14-54056-189,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
786,A4-536,Twist,14-54056-336,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
787,B8-524,Twist,14-54056-390,FB,
788,B16-916,Twist,14-54056-390,SM,
789,A40-616,Statuario Venato,14-54060-002,HM,목림(유사 SM)
790,A35-553,Statuario Venato,14-54060-002,SJ1,청림보드 (성지라미텍 경면)
791,B46-335,Statuario Venato,14-54060-002,NS,건창기업
792,A1-80,Statuario Venato,14-54060-002,CT,목림
793,A7-177,Statuario Venato,14-54060-002,민자,"목림,승은산업,건창기업,제이제이 데코 등"
794,B40-784,Statuario Venato,14-54060-117,HM,
795,C7-56,Statuario Venato,14-54060-117,민자,
796,B46-126,Grace Stone,14-54063-100,NS,건창기업
797,B16-159,Grace Stone,14-54063-103,SM,"승은산업,건창기업(유사 HM)"
798,B46-382,Grace Stone,14-54063-103,NS,건창기업
799,C37-73,Grace Stone,14-54063-103,VS,
800,B46-698,Mandu Slate,14-54066-005,NS,
801,A35-293,Veneziano,14-54067-104,SJ1,청림보드 (성지라미텍 경면)
802,B46-777,Veneziano,14-54067-104,NS,
803,B40-208,Sierra,14-54069-131,HM,목림(유사 SM)
804,C40-141,Piertra Piasentina,14-54074-002,HM,
805,C40-142,Piertra Piasentina,14-54074-003,HM,
806,A16-160,Vesuv,14-54078-001,SM,"승은산업,건창기업(유사 HM)"
807,A1-168,Vesuv,14-54078-001,CT,목림
808,B46-236,Vesu,14-54078-001,NS,건창기업
809,A35-317,Vesuv,14-54078-001,SJ1,청림보드 (성지라미텍 경면)
810,A33-84,Vesuv,14-54078-001,2337TDN,프린테크IM
811,A16-202,Vesuv,14-54078-004,SM,"승은산업,건창기업(유사 HM)"
812,A37-437,Vesuv,14-54078-004,VS,청림보드(인터플러스 경면)
813,A7-57,Vesuv,14-54078-004,민자,"목림,승은산업,건창기업,제이제이 데코 등"
814,A1-92,Vesuv,14-54078-004,CT,목림
815,A35-318,Vesuv,14-54078-004,SJ1,청림보드 (성지라미텍 경면)
816,A15-58,Vesuv,14-54078-004,FT,목림
817,A33-85,Vesuv,14-54078-004,2337TDN,프린테크IM
818,A10-43,Vesuv,14-54078-122,DS,목림
819,B51-237,Vesuv,14-54078-122,SJ1,청림보드 (성지라미텍 경면)
820,A40-829,Vesuv,14-54078-122,HM,목림(유사 SM)
821,B40-153,Colosseo,14-54079-101,HM,목림(유사 SM)
822,A15-167,Colosseo,14-54079-101,FT,목림
823,C35-55,Colosseo,14-54079-101,SJ1,
824,B35-871,Colosseo,14-54079-102,SJ1,
825,B56-659,Colosseo,14-54079-102,DP,승은산업
826,B40-154,Colosseo,14-54079-102,HM,목림(유사 SM)
827,B46-319,Colosseo,14-54079-102,NS,건창기업
828,B56-718,Colosseo,14-54079-102(중복),DP,승은산업
829,B56-717,Colosseo,14-54079-105,DP,승은산업
830,B40-155,Colosseo,14-54079-105,HM,목림(유사 SM)
831,B46-368,Colosseo,14-54079-105,NS,건창기업
832,C35-124,Colosseo,14-54079-105,SJ1,
833,B37-811,Colosseo,14-54079-107,VS,
834,A16-662,Colosseo,14-54079-107,SM,"승은산업,건창기업(유사 HM)"
835,A35-319,Colosseo,14-54079-107,SJ1,청림보드 (성지라미텍 경면)
836,A1-194,Colosseo,14-54079-107,CT,목림
837,B56-504,Colosseo,14-54079-107,DP,승은산업
838,B37-430,Colosseo,14-54079-110,VS,청림보드(인터플러스 경면)
839,A40-844,Colosseo,14-54079-110,HM,목림(유사 SM)
840,B56-505,Colosseo,14-54079-110,DP,승은산업
841,B46-494,Colosseo,14-54079-110,NS,
842,B35-129,Colosseo,14-54079-110,SJ1,청림보드 (성지라미텍 경면)
843,B40-332,Colosseo,14-54079-111,HM,목림(유사 SM)
844,B56-470,Colosseo,14-54079-111,DP,승은산업
845,B49-172,Vesuv,14-54079-L217297/10,GRT,한솔
846,B46-101,Mercurio,14-54086-006,NS,건창기업
847,B31-50,Yes,14-54097-107,F,건창기업
848,A8-37,Yes,14-54097-107,FB,목림
849,B44-28,Yes,14-54097-107,목림273,목림
850,B37-875,Solino,14-54098-004,VS,
851,A1-152,Solino,14-54098-004,CT,목림
852,A35-320,Solino,14-54098-004,SJ1,청림보드 (성지라미텍 경면)
853,A10-44,Solino,14-54098-004,DS,목림
854,A9-41,Solino,14-54098-005,CL,목림
855,B16-455,Solino,14-54098-005,SM,
856,A35-321,Solino,14-54098-005,SJ1,청림보드 (성지라미텍 경면)
857,A1-397,Solino,14-54098-005,CT,목림
858,A40-830,Solino,14-54098-005,HM,목림(유사 SM)
859,A37-926,Solino,14-54098-005,VS,청림보드(인터플러스 경면)
860,B16-456,Solino,14-54098-136,SM,
861,A35-322,Solino,14-54098-136,SJ1,청림보드 (성지라미텍 경면)
862,A1-170,Solino,14-54098-136,CT,목림
863,B37-876,Solino,14-54098-136,VS,
864,B37-877,Solino,14-54098-139,VS,
865,B40-199,Solino,14-54098-139,HM,목림(유사 SM)
866,C7-136,Solino,14-54098-139,민자,
867,B35-443,Solino,14-54098-140,SJ1,
868,B37-326,Solino,14-54098-140,VS,청림보드(인터플러스 경면)
869,B46-325,Solino,14-54098-140,NS,건창기업
870,B40-200,Solino,14-54098-140,HM,목림(유사 SM)
871,B56-634,Solino,14-54098-141,DP,승은산업
872,B35-331,Solino,14-54098-141,SJ1,
873,B37-327,Solino,14-54098-141,VS,청림보드(인터플러스 경면)
874,B46-320,Solino,14-54098-141,NS,건창기업
875,B40-201,Solino,14-54098-141,HM,목림(유사 SM)
876,A1-841,Solino,14-54098-141,CT,목림 
877,A35-324,Sahara,14-54099-001,SJ1,청림보드 (성지라미텍 경면)
878,A40-904,Sahara,14-54099-001,HM,목림(유사 SM)
879,A37-434,Sahara,14-54099-001,VS,청림보드(인터플러스 경면)
880,A1-250,Sahara,14-54099-001,CT,목림
